,StockCode,total_quantity,total_revenue,avg_price,num_customers,num_invoices,num_countries,cluster,cluster_label
389,20913,114,325.5,2.936666666666667,26,30,2,1,Low-demand Product
390,20914,13122,37029.28,2.9257464324917675,647,1791,19,0,Mid-range Popular Product
391,20931,569,1652.3500000000001,3.3859223300970873,91,102,6,1,Low-demand Product
392,20932,296,905.5000000000001,3.444642857142857,54,56,4,1,Low-demand Product
393,20933,208,618.15,3.4511627906976745,38,42,2,1,Low-demand Product
394,20934,167,877.1500000000001,5.397916666666667,44,47,4,4,High-end Niche Product
395,20935,272,509.3,2.6425,35,39,1,1,Low-demand Product
396,20936,288,678.08,2.8769090909090913,42,55,2,1,Low-demand Product
397,20939,12,10.2,0.85,1,1,1,1,Low-demand Product
398,20940,104,289.6,2.905555555555556,15,18,2,1,Low-demand Product
399,20941,559,579.4,1.185142857142857,54,69,5,1,Low-demand Product
400,20942,6,7.5,1.25,4,4,1,1,Low-demand Product
401,20943,332,415.0,1.25,46,48,5,1,Low-demand Product
402,20950,598,260.29,0.4577272727272727,57,65,3,1,Low-demand Product
403,20952,100,42.0,0.42000000000000004,19,20,3,1,Low-demand Product
404,20953,19,31.349999999999998,1.65,7,7,2,1,Low-demand Product
405,20956,1739,2166.58,1.2639310344827588,117,140,2,1,Low-demand Product
406,20957,67,97.15,1.45,12,12,3,1,Low-demand Product
407,20958,26,50.7,1.9500000000000002,9,9,1,1,Low-demand Product
408,20960,1457,1817.45,1.2486805555555556,85,141,7,1,Low-demand Product
409,20961,2319,2898.92,1.274245283018868,177,314,11,2,Potential Product
410,20963,2335,2922.55,1.2799328859060404,168,293,11,2,Potential Product
411,20964,20,50.99999999999999,2.55,6,6,2,1,Low-demand Product
412,20966,1875,2338.62,1.2491949152542372,137,232,9,1,Low-demand Product
413,20967,996,3686.13,3.7434420289855073,187,272,11,2,Potential Product
414,20968,37,138.75,3.75,14,14,1,1,Low-demand Product
415,20969,2316,8538.12,3.7783044315992296,285,518,10,2,Potential Product
416,20970,2205,8132.12,3.7577317554240635,278,504,12,2,Potential Product
417,20971,10372,12759.34,1.2539292730844793,490,1003,16,0,Mid-range Popular Product
418,20972,13347,16552.41,1.2567366720516961,568,1224,18,0,Mid-range Popular Product
419,20973,5611,3660.65,0.6578504672897196,309,514,13,2,Potential Product
420,20974,8296,5361.700000000001,0.648314606741573,370,684,12,2,Potential Product
421,20975,10562,6846.400000000001,0.649113924050633,460,763,16,0,Mid-range Popular Product
422,20976,455,295.75,0.65,51,64,3,1,Low-demand Product
423,20977,3351,4180.58,1.2489473684210526,242,357,15,2,Potential Product
424,20978,3420,4250.49,1.2471782178217823,253,396,11,2,Potential Product
425,20979,6002,7427.64,1.2445192307692308,310,518,17,2,Potential Product
426,20980,171,213.75,1.25,35,39,2,1,Low-demand Product
427,20981,3807,3225.4199999999996,0.8490909090909091,290,427,16,2,Potential Product
428,20982,4229,3586.4599999999996,0.8489516129032257,316,487,10,2,Potential Product
429,20983,5242,4448.679999999999,0.8495348837209302,359,546,15,2,Potential Product
430,20984,3310,1185.05,0.44865800865800864,178,225,13,2,Potential Product
431,20985,1470,1807.5,1.2602678571428572,162,216,11,1,Low-demand Product
432,20986,670,824.24,1.2802222222222224,94,130,5,1,Low-demand Product
433,20987,109,212.55,1.95,11,12,1,1,Low-demand Product
434,20988,24,46.8,1.9500000000000002,8,9,1,1,Low-demand Product
435,20989,324,623.6999999999999,1.9437499999999999,29,48,2,1,Low-demand Product
436,20990,635,1213.95,1.94,54,87,3,1,Low-demand Product
437,20991,200,112.45000000000002,0.609375,12,16,4,1,Low-demand Product
438,20992,4003,2180.21,0.5896455696202532,222,377,6,2,Potential Product
439,20993,340,126.19,0.59875,23,24,3,1,Low-demand Product
440,20994,47,39.949999999999996,0.85,12,12,1,1,Low-demand Product
441,20996,3465,912.45,0.3014760147601476,179,270,5,2,Potential Product
442,20997,81,400.95000000000005,4.95,25,28,5,4,High-end Niche Product
443,20998,217,637.35,2.9431034482758625,52,58,7,1,Low-demand Product
444,21000,143,547.0,4.19375,37,40,9,4,High-end Niche Product
445,21001,67,398.65000000000003,5.95,29,31,7,4,High-end Niche Product
446,21002,107,454.75,4.25,25,26,8,4,High-end Niche Product
447,21003,22,139.7,6.35,10,11,2,4,High-end Niche Product
448,21004,105,446.25,4.25,40,48,4,4,High-end Niche Product
449,21007,793,427.59999999999997,0.7641025641025642,36,39,2,1,Low-demand Product
450,21009,828,1035.0,1.25,72,79,2,1,Low-demand Product
451,21010,773,966.25,1.25,62,66,4,1,Low-demand Product
452,21011,1321,1077.6399999999999,1.1653211009174311,84,101,3,1,Low-demand Product
453,21012,926,1677.72,2.027692307692308,112,141,3,1,Low-demand Product
454,21014,1461,649.9699999999999,0.5596428571428571,91,107,5,1,Low-demand Product
455,21015,1278,464.28999999999996,0.46184782608695646,80,90,6,1,Low-demand Product
456,21016,657,477.17999999999995,0.807,58,65,4,1,Low-demand Product
457,21017,299,204.2,0.8025641025641026,32,39,3,1,Low-demand Product
458,21018,207,175.95,0.85,30,37,2,1,Low-demand Product
459,21025,221,278.5,1.3455555555555554,30,36,4,1,Low-demand Product
460,21026,393,489.87,1.2898214285714287,48,55,6,1,Low-demand Product
461,21027,276,339.3,1.2420833333333332,39,46,5,1,Low-demand Product
462,21028,237,297.64,1.387,31,40,2,1,Low-demand Product
463,21030,219,272.37,1.27075,37,39,5,1,Low-demand Product
464,21031,126,154.91,1.2832,23,25,2,1,Low-demand Product
465,21032,167,210.48,1.3575,28,32,3,1,Low-demand Product
466,21033,2060,4620.66,2.5903412969283277,163,293,8,2,Potential Product
467,21034,3878,3684.1,0.95,800,1857,8,0,Mid-range Popular Product
468,21035,3528,10539.36,3.066064,327,619,16,2,Potential Product
469,21036,1,2.55,2.55,1,1,1,1,Low-demand Product
470,21038,156,319.8,2.1124489795918366,39,49,2,1,Low-demand Product
471,21039,1189,3046.2599999999998,2.6102999999999996,141,200,12,1,Low-demand Product
472,21040,399,623.8499999999999,2.110851063829787,43,46,6,1,Low-demand Product
473,21041,1684,4903.000000000001,2.9428358208955223,191,330,9,2,Potential Product
474,21042,1176,6802.200000000001,5.923235294117648,200,336,10,4,High-end Niche Product
475,21043,532,1385.4,3.5230337078651686,81,89,4,1,Low-demand Product
476,21051,579,1166.27,2.0955208333333335,79,93,10,1,Low-demand Product
477,21054,350,2625.0,7.5,119,163,10,4,High-end Niche Product
478,21055,316,2370.0,7.5,122,176,12,4,High-end Niche Product
479,21056,473,3547.5,7.5,119,179,11,4,High-end Niche Product
480,21058,1760,1482.35,0.853696682464455,148,207,13,1,Low-demand Product
481,21059,1433,1209.86,0.8473737373737373,158,198,9,1,Low-demand Product
482,21060,926,757.04,0.8391869918699187,102,123,5,1,Low-demand Product
483,21061,979,786.28,0.8336507936507936,104,124,9,1,Low-demand Product
484,21062,979,817.9,0.8450413223140496,102,120,10,1,Low-demand Product
485,21063,1246,1052.47,0.8552525252525253,143,198,8,1,Low-demand Product
486,21064,348,1587.8,5.382075471698113,75,103,8,4,High-end Niche Product
487,21065,357,812.85,4.794262295081967,44,57,3,4,High-end Niche Product
488,21066,1145,826.72,1.0464545454545455,81,110,2,1,Low-demand Product
489,21067,1786,1469.7,1.093756906077348,130,180,8,1,Low-demand Product
490,21068,2098,2341.44,1.1899615384615385,149,257,8,1,Low-demand Product
491,21069,1556,1870.18,1.232707182320442,110,178,5,1,Low-demand Product
492,21070,1167,1290.64,1.252710843373494,107,163,6,1,Low-demand Product
493,21071,2571,3081.2200000000003,1.215830721003135,163,314,5,2,Potential Product
494,21076,525,434.90999999999997,0.8443999999999999,60,73,5,1,Low-demand Product
495,21077,1490,1175.78,0.830235294117647,111,167,10,1,Low-demand Product
496,21078,4613,3793.25,0.844029304029304,342,537,13,2,Potential Product
497,21080,17992,14724.96,0.8374882075471698,798,1671,21,0,Mid-range Popular Product
498,21081,4,3.4,0.85,4,4,1,1,Low-demand Product
499,21082,756,588.87,0.8332773109243697,94,117,6,1,Low-demand Product
500,21084,2009,559.7700000000001,0.35285714285714287,113,136,9,1,Low-demand Product
501,21085,536,327.07000000000005,0.6363793103448276,42,56,8,1,Low-demand Product
502,21086,8181,5237.25,0.6506973058637084,311,621,17,2,Potential Product
503,21087,220,123.22000000000001,0.5623809523809524,19,20,3,1,Low-demand Product
504,21088,1458,427.00000000000006,0.3534285714285714,95,104,7,1,Low-demand Product
505,21089,316,100.98,0.36888888888888893,32,36,4,1,Low-demand Product
506,21090,1661,845.4699999999999,0.556125,129,159,10,1,Low-demand Product
507,21091,405,312.65999999999997,0.8165714285714285,31,34,8,1,Low-demand Product
508,21092,230,169.57999999999998,0.7966666666666666,15,18,5,1,Low-demand Product
509,21094,9115,7327.3099999999995,0.8274137931034483,328,692,18,2,Potential Product
510,21095,242,205.7,0.85,24,27,3,1,Low-demand Product
511,21096,1091,541.31,0.5442574257425743,91,101,8,1,Low-demand Product
512,21097,32,27.2,0.85,5,7,1,1,Low-demand Product
513,21098,3640,4554.06,1.2651981351981352,269,412,11,2,Potential Product
514,21099,279,166.5,0.6316666666666666,20,29,5,1,Low-demand Product
515,21100,1434,2053.2,1.5760625,119,159,8,1,Low-demand Product
516,21102,65,165.75,2.55,10,12,1,1,Low-demand Product
517,21106,698,1982.3000000000002,2.9136363636363636,98,120,9,1,Low-demand Product
518,21107,1542,4305.3,2.901304347826087,167,228,11,1,Low-demand Product
519,21108,5008,8799.23,1.9980487804878047,325,408,17,2,Potential Product
520,21109,874,3245.1,5.617469879518072,131,162,8,4,High-end Niche Product
521,21110,1131,5156.45,6.289055793991416,173,229,14,4,High-end Niche Product
522,21111,1088,2304.3,2.621538461538462,109,128,10,1,Low-demand Product
523,21112,1073,2527.63,2.8067441860465117,104,128,7,1,Low-demand Product
524,21114,4929,6152.09,1.2604458598726114,359,460,13,2,Potential Product
525,21115,1002,5850.4,6.381564245810056,266,356,12,4,High-end Niche Product
526,21116,881,4258.5,4.937651821862349,164,246,10,4,High-end Niche Product
527,21117,259,365.46,1.912692307692308,23,26,4,1,Low-demand Product
528,21118,69,104.25,2.5357142857142856,7,7,1,1,Low-demand Product
529,21121,10656,13240.2,1.2461856963613551,466,788,20,0,Mid-range Popular Product
530,21122,9172,11401.8,1.2483222370173102,441,739,21,0,Mid-range Popular Product
531,21123,2395,2981.69,1.2415025906735753,125,189,15,1,Low-demand Product
532,21124,7596,9440.85,1.2465737704918032,406,599,21,2,Potential Product
533,21125,1607,1858.69,1.2209708737864078,162,199,14,1,Low-demand Product
534,21126,1666,1927.88,1.2210328638497652,169,209,13,1,Low-demand Product
535,21127,135,652.35,5.8,25,36,4,4,High-end Niche Product
536,21128,96,459.75,6.2196428571428575,22,28,4,4,High-end Niche Product
537,21129,105,684.5,6.8726190476190485,24,42,1,4,High-end Niche Product
538,21130,253,775.95,3.355128205128205,29,39,6,1,Low-demand Product
539,21131,157,550.25,4.008620689655173,18,28,5,4,High-end Niche Product
540,21132,72,300.0,4.043103448275862,25,29,6,4,High-end Niche Product
541,21133,400,676.0,1.6899999999999997,38,41,2,1,Low-demand Product
542,21134,325,536.25,1.65,40,42,2,1,Low-demand Product
543,21135,4273,7111.48,1.6795907928388747,251,380,13,2,Potential Product
544,21136,8215,13826.15,1.6879916897506926,449,714,12,0,Mid-range Popular Product
545,21137,7439,25876.7,3.6303696857670977,198,539,8,0,Mid-range Popular Product
546,21143,1724,3314.1,1.9319620253164558,128,152,4,1,Low-demand Product
547,21144,442,196.85000000000002,0.5044186046511628,40,42,6,1,Low-demand Product
548,21145,587,723.49,1.2402564102564102,34,39,3,1,Low-demand Product
549,21146,628,1208.3999999999999,1.9384615384615385,47,52,3,1,Low-demand Product
550,21147,331,559.14,2.051276595744681,33,46,2,1,Low-demand Product
551,21153,347,2602.5,7.5,91,123,8,4,High-end Niche Product
552,21154,4431,5501.38,1.2675453047775946,327,593,15,2,Potential Product
553,21155,4318,9544.97,2.2831369863013697,364,724,13,2,Potential Product
554,21156,5886,11109.97,1.9500624219725344,472,797,20,2,Potential Product
555,21157,606,1267.68,2.0962727272727273,66,109,9,1,Low-demand Product
556,21158,1816,1325.53,0.9521771217712178,184,260,5,1,Low-demand Product
557,21159,1388,1025.85,1.0305581395348837,146,214,4,1,Low-demand Product
558,21160,388,342.72999999999996,1.2712244897959184,44,49,2,1,Low-demand Product
559,21161,956,1083.6799999999998,1.3766867469879518,120,161,5,1,Low-demand Product
560,21162,1674,1225.81,0.9431535269709543,172,239,9,1,Low-demand Product
561,21163,1557,1128.51,1.0295964125560537,158,212,4,1,Low-demand Product
562,21164,3742,10781.44,2.9307278481012657,356,630,17,2,Potential Product
563,21165,6671,10814.09,1.6638770388958593,321,779,16,2,Potential Product
564,21166,10794,20886.71,1.977408906882591,475,1225,12,0,Mid-range Popular Product
565,21167,1236,258.21,0.209,32,50,1,1,Low-demand Product
566,21169,5333,8635.49,1.661563981042654,278,621,9,2,Potential Product
567,21171,1369,1910.05,1.4244493392070483,142,226,7,1,Low-demand Product
568,21172,5856,8377.92,1.4598536585365853,420,804,11,2,Potential Product
569,21173,312,512.4,1.6467213114754096,44,60,3,1,Low-demand Product
570,21174,6792,13394.08,1.9918013856812935,402,855,5,0,Mid-range Popular Product
571,21175,11974,26651.58,2.265927475592748,553,1422,14,0,Mid-range Popular Product
572,21179,3071,2523.5099999999998,0.9829076086956521,231,359,8,2,Potential Product
573,21181,15628,31723.290000000005,2.073416347381865,598,1549,10,0,Mid-range Popular Product
574,21185,120,741.3599999999999,6.326111111111111,34,36,3,4,High-end Niche Product
575,21186,3289,5216.249999999999,1.622142857142857,187,274,6,2,Potential Product
576,21187,864,1385.3999999999999,1.6357142857142857,90,108,4,1,Low-demand Product
577,21188,801,2318.15,2.9295918367346943,69,94,7,1,Low-demand Product
578,21189,478,772.4999999999999,1.6401639344262295,53,61,5,1,Low-demand Product
579,21190,595,952.3499999999999,1.6339080459770117,71,84,6,1,Low-demand Product
580,21191,917,1826.0700000000002,2.068189655172414,96,115,5,1,Low-demand Product
581,21192,1156,1842.6,1.6298319327731092,96,113,3,1,Low-demand Product
582,21193,67,129.63,2.0726666666666667,14,14,1,1,Low-demand Product
583,21194,462,473.29,1.298225806451613,51,60,8,1,Low-demand Product
584,21195,475,835.7700000000001,1.9910909090909092,49,55,7,1,Low-demand Product
585,21196,158,260.7,1.65,16,17,7,1,Low-demand Product
586,21197,349,531.8399999999999,1.5990624999999998,29,31,8,1,Low-demand Product
587,21198,938,1176.9899999999998,1.484578313253012,75,82,6,1,Low-demand Product
588,21199,891,1132.6499999999999,1.5170212765957447,86,93,9,1,Low-demand Product
589,21200,701,994.4499999999999,1.5684210526315787,64,75,5,1,Low-demand Product
590,21201,1708,4046.25,2.488095238095238,109,183,7,1,Low-demand Product
591,21202,523,736.3499999999999,1.5642857142857143,53,56,6,1,Low-demand Product
592,21203,955,1527.1499999999999,1.6334862385321098,85,106,5,1,Low-demand Product
593,21204,1133,1837.6499999999999,1.6404109589041096,109,144,7,1,Low-demand Product
594,21205,533,1322.7,2.538157894736842,86,109,5,1,Low-demand Product
595,21206,1614,2447.1,1.6083333333333334,117,190,8,1,Low-demand Product
596,21207,1987,3170.5499999999997,1.6312206572769952,167,212,16,1,Low-demand Product
597,21208,827,603.36,0.8806410256410256,65,76,10,1,Low-demand Product
598,21209,979,814.8299999999999,0.9890476190476191,66,84,10,1,Low-demand Product
599,21210,9821,14070.82,1.4501605995717346,508,931,25,0,Mid-range Popular Product
600,21211,1277,1830.05,1.4456756756756757,139,184,11,1,Low-demand Product
601,21212,45248,24112.47,0.5411928040672664,1115,2508,24,3,Bestseller Product
602,21213,18100,9612.91,0.5392444821731749,528,1156,20,0,Mid-range Popular Product
603,21214,1214,1733.3,1.4421259842519685,106,125,9,1,Low-demand Product
604,21215,2642,1420.21,0.542972972972973,127,182,9,1,Low-demand Product
605,21216,2947,13662.2,4.88289224952741,269,522,18,2,Potential Product
606,21217,2506,18795.0,7.5,423,768,18,2,Potential Product
607,21218,3950,13941.25,3.708614864864865,313,588,18,2,Potential Product
608,21219,848,1062.94,1.2947115384615384,77,102,8,1,Low-demand Product
609,21220,516,658.31,1.3228915662650602,65,82,7,1,Low-demand Product
610,21221,454,578.39,1.2698360655737704,55,61,5,1,Low-demand Product
611,21222,530,672.18,1.3496470588235294,70,84,7,1,Low-demand Product
612,21223,309,381.12,1.2447222222222223,33,35,5,1,Low-demand Product
613,21224,1894,2359.9,1.2472985781990522,140,207,9,1,Low-demand Product
614,21225,2,2.5,1.25,2,2,1,1,Low-demand Product
615,21226,122,152.5,1.25,17,20,3,1,Low-demand Product
616,21228,95,118.75,1.25,25,29,1,1,Low-demand Product
617,21231,13203,16137.76,1.2468948247078464,500,1171,19,0,Mid-range Popular Product
618,21232,23250,28303.47,1.2396950904392765,689,1893,24,0,Mid-range Popular Product
619,21238,6549,5461.48,0.846332863187588,324,700,20,2,Potential Product
620,21239,4892,4078.25,0.846025179856115,266,551,20,2,Potential Product
621,21240,4882,4065.2,0.8443082311733799,287,568,20,2,Potential Product
622,21241,1769,1486.1,0.8469907407407407,129,215,12,1,Low-demand Product
623,21242,4514,7454.42,1.6775384615384614,289,519,21,2,Potential Product
624,21243,3452,5684.84,1.676060606060606,210,395,20,2,Potential Product
625,21244,3157,5205.73,1.6769209809264303,207,363,16,2,Potential Product
626,21245,1856,3086.4,1.6887596899224806,146,254,15,1,Low-demand Product
627,21246,622,3045.3,4.939781021897811,99,137,15,4,High-end Niche Product
628,21247,400,596.0,1.49,44,61,6,1,Low-demand Product
629,21248,804,1018.9799999999999,1.4034090909090908,106,132,8,1,Low-demand Product
630,21249,1307,3673.2200000000003,2.9093121693121695,156,189,15,1,Low-demand Product
631,21250,289,768.1,2.879245283018868,47,53,5,1,Low-demand Product
632,21251,453,1299.1200000000001,2.9334313725490198,91,102,10,1,Low-demand Product
633,21252,149,350.18,2.743125,14,16,3,1,Low-demand Product
634,21253,219,587.19,2.866470588235294,41,51,4,1,Low-demand Product
635,21255,380,616.1999999999999,1.6427272727272726,46,55,2,1,Low-demand Product
636,21256,240,385.2,1.6385714285714283,31,35,1,1,Low-demand Product
637,21257,1084,7939.15,7.477146814404432,206,360,9,4,High-end Niche Product
638,21258,1204,9030.0,7.5,186,344,9,4,High-end Niche Product
639,21259,1955,11140.5,5.9150722021660656,300,553,10,2,Potential Product
640,21260,2150,6860.6,3.239438202247191,303,442,18,2,Potential Product
641,21261,230,714.9000000000001,3.584883720930233,37,43,6,1,Low-demand Product
642,21262,458,1378.4,3.287037037037037,69,81,7,1,Low-demand Product
643,21263,241,486.59999999999997,2.1966666666666663,39,44,4,1,Low-demand Product
644,21264,352,753.0,2.728947368421053,51,57,4,1,Low-demand Product
645,21265,261,547.8,2.742857142857143,26,28,5,1,Low-demand Product
646,21267,13,27.3,2.1,3,4,1,1,Low-demand Product
647,21268,293,171.78,0.5839024390243903,31,38,5,1,Low-demand Product
648,21269,106,795.0,7.5,52,58,6,4,High-end Niche Product
649,21270,39,292.5,7.5,24,27,4,4,High-end Niche Product
650,21272,1819,2270.66,1.2497021276595746,167,230,8,1,Low-demand Product
651,21274,159,1192.5,7.5,61,89,4,4,High-end Niche Product
652,21275,242,1105.0,5.9468749999999995,45,48,4,4,High-end Niche Product
653,21276,466,1134.7,3.8785714285714286,24,28,4,1,Low-demand Product
654,21277,45,337.5,7.5,36,40,4,4,High-end Niche Product
655,21278,349,765.75,2.484285714285714,63,70,8,1,Low-demand Product
